id,designation,quantite,prix_achat,prix_vente,kg,valeur_cost,valeur_sale
3403,سباط DINGQI 43,0,120,150,,0,0
3404,سباط DINGQI 44,0,120,150,,0,0
3405,سباط DINGQI 45,7,120,150,,840,1050
3406,DIAMFLEX 350 GRANIT NORMALE ديسكو,29,450,650,,13050,18850
3407,BELLOTA ملاسة البناء مثلث,1,41,90,,41,90
3408,BELLOTA ملاسة البناء مربعة,17,110,140,,1870,2380
3409,BELLOTA PLAT 18*350 مكدي,6,68.4,85.5,,410.40000000000003,513
3410,BELLOTA PONT 18*350 مكدي,3,68.4,85.5,,205.20000000000002,256.5
3411,LAME GALVA 40CM سرجوان,1,225,281.25,,225,281.25
3412,LAME GALVA 60CM  سرجوان,15,250,312.5,,3750,4687.5
3413,HIKOKI VISSEUSSE 18V فيسوس,2,2800,3500,,5600,7000
3414,DIAGER 08 بروكة,0,145,181.25,,0,0
3415,DAGER 10 بروكة,5,165,206.25,,825,1031.25
3416,DAGER 12 بروكة,3,172,215,,516,645
3417,DAGER 20 بروكة,5,185,231.25,,925,1156.25
3418,DAGER 25 بروكة,5,205,256.25,,1025,1281.25
3419,ALTIPESSA PRO سلوم+سريرة,1,1900,2200,,1900,2200
3420,GRAISSE GRAPHITEE لكريس,9,115,143.75,,1035,1293.75
3421,RUBI 01939 موس زليج رونديل قصير,15,160,280,,2400,4200
3422,متر كابلي m cable 2*1.5 nexan 3422,0,5.3,7,,0,0
3423,SIKA WATERBAR D19*15M جوان اصفر,1,116,145,,116,145
3424,DELI 4*300 لقاط اسود,0,7,8.75,,0,0
3425,DELI 6*500 لقاط اسود,0,10,12.5,,0,0
3426,PECFIX SOPMA,14,30,60,,420,840
3427,ABC بالة سوداء,0,28,33.75,,0,0
3428,شيفون 10*10 RHINO,56,45,80,,2520,4480
3429,شيفون 15*15 RHINO,0,75,180,,0,0
3430,سبيراطور XCORT 12L 800W,4,500,625,,2000,2500
3431,XCORTB 6500 GASOLINE موطور,0,5600,7000,,0,0
3432,SLIM DOUBLE ROUGE 2M مكينة,4,1100,1500,,4400,6000
3433,silicone epoxy nero,8,280,450,,2240,3600
3434,silicone epoxy blanc,8,280,450,,2240,3600
3435,silicone epoxy gris,8,280,500,,2240,4000
3436,silicone epoxy beige,15,280,450,,4200,6750
3437,tinta epoxy rouge,13,35,70,,455,910
3438,tinta epoxy vert,7,35,70,,245,490
3439,sorma 350 ديسكو,0,1150,1437.5,,0,0
3440,basila inox ديمندا,13,180,300,,2340,3900
3441,BASILA 0*50 بروكة الهرم,14,110,250,,1540,3500
3442,روند اصفر   2,4,250,350,,1000,1400
3443,روند اصفر  3,5,250,312.5,,1250,1562.5
3444,روند اصفر  4,6,250,312.5,,1500,1875
3445,BASILA بروكة شيفون 40*60,0,160,280,,0,0
3446,basila بروكة شيفون 50*70,0,160,300,,0,0
3447,مكينة زليج  1.20 PM حمراء,7,1600,2000,,11200,14000
3448,NANOS CRISTAL 1L,0,180,225,,0,0
3449,BASILA 35*55 بروكة شيفون,0,150,250,,0,0
3450,DERUGGY STOP 1L,0,180,225,,0,0
3451,KS55 VERTICALE كولا شحمة,0,160,200,,0,0
3452,KS55 FLUIDA EPOXY كولا,0,160,200,,0,0
3453,ONE BOND ULTRA TACK BLACK سيليكون,0,50,62.5,,0,0
3454,TOTAL 2400W 75L سبيراتور,0,2500,3200,,0,0
3455,PERFIL CUADRADO 12 INOX LIJA,44,93.75,117.19,,4125,5156.36
3456,STANLEY 2000W لامون,34,500,1100,,17000,37400
3457,INGCO PERCEUSE 20V 66N فيوسوس,6,711.75,890.04,,4270.5,5340.24
3458,PERCEUSE 55N 20V فيسوس,5,636.75,850,,3183.75,4250
3459,COMPRESSEUR 24L 1100W,0,1124.25,1410,,0,0
3460,COMPRESSEUR 6L SILENT 1100W,0,816.75,1050,,0,0
3461,INGCO 147PCS مليطة معدات,0,1687.5,2100,,0,0
3462,INGCO 800W SOUFFLEUR+ASPIRATEUR,10,414.72,550,,4147.200000000001,5500
3463,INGCO 450W مكينة الخك صفيرة,0,449.25,570,,0,0
3464,DEWALT 18V PERCUES فيسوس,1,1848.18,2320,,1848.18,2320
3465,INGCO كاسك سودور,5,44.25,60,,221.25,300
3466,INGCO 60MM 2PCS راس فيسوس,17,21.75,35,,369.75,595
3467,ESP NOIR بكيط مربع,0,40,60,,0,0
3468,ESP GOLD بكيط مربع,25,40,60,,1000,1500
3469,VEDAL 12MM  (1PCS) 50PCS شوفي,0,0.18,10.94,,0,0
3470,VEDAL 10MM 50PCS شوفي,0,6.67,8.33,,0,0
3471,سيليكون ابيض  soma fix s176,0,27,50,,0,0
3472,MBH 40 بروكة دهبية,0,130,250,,0,0
3473,مكينة حديد اصفر,0,900,1350,,0,0
3474,شيفون اسود 50 bomax,3,190,260,,570,780
3475,CNS بروكة روند دهبية,3,170,212.5,,510,637.5
3476,MINI لامون صغيرة,0,1050,1600,,0,0
3477,MBH 5 بروكة دهبية,0,48,60,,0,0
3478,MBH 50 بروكة دهبية,2,150,280,,300,560
3479,MBH 55 بروكة دهبية,0,160,200,,0,0
3480,MBH 0.5CM شراط حمام,2,250,350,,500,700
3481,MBH 350 DEKTON SILENT ديسكو,0,550,750,,0,0
3482,MBH 350 DEKTON NORMAL ديسكو,0,500,700,,0,0
3483,MBH 8PCS مليطة بروكات,0,700,1050,,0,0
3484,سابلي 3 رؤوس صغير,0,2500,3125,,0,0
3485,زيار كانطو,0,10,12.5,,0,0
3486,MBH 115 ديسكو زليج,6,55,80,,330,480
3487,MBH 60 بروكة دهبية,0,190,237.5,,0,0
3489,ديسكو زليج 115 IMLUX,0,130,162.5,,0,0
3490,جيلي اصفر بسرين ممتاز,34,14,35,,476,1190
3491,ميزان inox ممتاز,0,350,437.5,,0,0
3492,ميزان باليد DAWOOD,0,35,43.75,,0,0
3493,ميزان بنانة عادي,2,180,250,,360,500
3494,PIPA 17 ساروت,2,20,25,,40,50
3495,PIPA 19 ساروت,0,14,17.5,,0,0
3496,PIPA 20 ساروت,10,18.75,23.86,,187.5,238.6
3497,PIPA 22 ساروت,7,28,35,,196,245
3498,PIPA 24 ساروت,7,42,52.5,,294,367.5
3499,PIPA 27 ساروت,9,50,62.5,,450,562.5
3500,PIPA 32 ساروت,9,60,75,,540,675
3501,GROUA ELECTRIC 220V,0,1000,1500,,0,0
3502,RINOVA 40*9 شيفون اينوكس,0,260,325,,0,0
3505,MICHE CNC 6MM بروكة,0,140,175,,0,0
3506,SABLE حجر سابلي مربع,0,800,1000,,0,0
3507,MACHINE AIR مكينة صمطة,0,5000,6250,,0,0
3508,INGCO 800*1500W TUBE مكينة طوبو,6,524.25,700,,3145.5,4200
3509,INGCO 215*180 PROTIGE بروطيج,13,111.75,139.69,,1452.75,1815.97
3510,INGCO ADAPTOR 13MM راس هلتي,0,36.75,80,,0,0
3511,INGCO TUBE AIR 5M كوما هواء,4,56.25,70.31,,225,281.24
3512,شكوتش لومبلاج 100متر,0,7.5,9.38,,0,0
3513,VIBRATION BETTON GASOILSANS MANGA  38V,0,2200,2750,,0,0
3514,VIBRASSION BETTON WELLO 1000W,0,1450,1812.5,,0,0
3515,TOTAL ELECTRIC 900W 500KG كروا,0,1300,1625,,0,0
3516,MANGA VRBREUR منكة,1,550,850,,550,850
3517,JADEVER 20L فشفاشة,3,186.75,233.44,,560.25,700.3199999999999
3518,INGCO ELECTRIC 900W 500KG كروا,3,1499.25,2000,,4497.75,6000
3519,SPERATOUR BLEU 2800W  70L  سبيراطور,0,2000,2500,,0,0
3520,ليحة الماء 400,0,2.25,2.81,,0,0
3521,INGCO 10*260 بروكة بيطون,8,13.5,16.88,,108,135.04
3522,INGCO 18*210 بروكة بيطون,9,27,33.75,,243,303.75
3523,شربون عادي,30,3.75,4.69,,112.5,140.70000000000002
3524,GREEN LASER 360° ليزر اخضر,0,650,812.5,,0,0
3525,JADEVER 2L فشفاشة,0,29.27,36.58,,0,0
3526,JADEVER 5L فشفاشة,7,51.75,64.69,,362.25,452.83
3527,ABRILLANTADOR FRIGONA 5L فريكونة,94,233.28,291.6,,21928.32,27410.4
3528,دلطى اسطرال 20كيلو بيضاء,0,330,412.5,,0,0
3529,75*40 ريديكسيون,12,3.5,4.38,,42,52.56
3530,jadever 16l فشفاشة,0,156.75,220,,0,0
3531,سبوما FAST Foam 750ml,0,30,45,,0,0
3532,بكيط قنت مرمو PVC,200,40,50,,8000,10000
3533,بروشة AKRO 36,0,17.1,21.38,,0,0
3534,STM NEGOCE 60CM شبفون اينوكس PVC,69,300,350,,20700,24150
3535,حجر بروس  فيي مربع 320,17,95,140.6,,1615,2390.2
3536,NOIR 10MM برةكة,0,80,100,,0,0
3537,بروكة كرانيط 35 خضراء,0,300,400,,0,0
3538,CAT 45PCS مليطة راس فيسوس,0,0,0,,0,0
3539,دوبل روند 75*22.23*20ملم,0,120,280,,0,0
3540,دوبل روند 75*22.23*30ملم,2,150,250,,300,500
3541,دوبل روند 75*22.23*35ملم,0,160,200,,0,0
3542,دوبل روند 75*22.23*40,0,170,270,,0,0
3543,BOSCH NIVEU LASER ليزر,0,780,975,,0,0
3544,MILWAUKEE NIVEU LASER  ليزر احمر,0,780,975,,0,0
3545,VELARX 3800W خلاط,0,580,800,,0,0
3546,شراط كرانيط ازرق 115ملم,0,270,337.5,,0,0
3547,منشار لوح كبير bellota,56,50,70,,2800,3920
3548,WORKSITE شاقور,18,55,68.75,,990,1237.5
3549,كراطة الماء 75CM,0,50,120,,0,0
3550,WORKSITE 19MM مليطة سوارت,20,75,120,,1500,2400
3551,worksite موس اصفر باليد,15,11,50,,165,750
3552,PERFIL ORO BRILLO CLARO 12*10,48,65,90,,3120,4320
3553,PERFIL AMUMINIO 10.5MM NEGRO MATE,43,65,90,,2795,3870
3554,PERFIL ALOMINIO 10.5MM PLATA MATE,22,65,90,,1430,1980
3555,PERFIL JUNTA DILATACION NEGRO 10*10,0,145,180,,0,0
3556,PERFIL ALOMINIO 10.50 ORO BRILLO CLARO,44,65,90,,2860,3960
3557,PERFIL LISTELO 12*10 PLATA BR,0,65,81.25,,0,0
3558,PERFIL ALUMINIO 10.5MM BRONCE BRILLO,49,65,90,,3185,4410
3559,PERFIL LISTELO 12*10 ORO BRILLO OSCURO,35,65,90,,2275,3150
3560,PERFIL LISTELO 12*10 R BLANCO,27,65,90,,1755,2430
3561,PERFIL LISTELO R 12*10 CHAMPAGNE,24,65,90,,1560,2160
3562,PERFIL FIRENZE R 12*10 ORO,48,80,100,,3840,4800
3563,PERFIL JUNTA DILATACION ALUM 10*10MM GRIS,19,145,180,,2755,3420
3564,PERFIL FERENZE R12*10 COBRE,50,80,100,,4000,5000
3565,PERFIL FIRENZE R12*10 ANTRACITA,23,80,100,,1840,2300
3566,COMA PARA PELDANO EXTERIOR GRIS,49,160,180,,7840,8820
3567,COMA PARA PELDANO EXTERIOR NEGRO,48,160,180,,7680,8640
3568,PERFIL BASE PARA PELDANO EXTERIOR GOMA PLATA MATE,18,160,200,,2880,3600
3569,PERFIL FIRENZE R12*10 CHAMPAGNE,43,80,100,,3440,4300
3570,PERFIL ALUMINIO L 12MM BRONSE BR,49,65,90,,3185,4410
3571,PERFIL LISTELO 12*10 R PLATA MATE,36,65,90,,2340,3240
3572,PERFIL AMUMINIO L 12MM PLATA MATE,80,65,90,,5200,7200
3573,PERFIL ALUMINIO L 12MM PLATA BR,0,65,90,,0,0
3574,vasque vida لافابو,0,650,812.5,,0,0
3575,akro متر ليخة صفراء (40,130,4.61,5.76,,599.3000000000001,748.8
3576,PECOL 6em1 ديكريبو,25,11,13.75,,275,343.75
3577,متر طوبو 110 flexible دريناج,40,25,30,,1000,1200
3578,INGCO 110MM (4) لقاط اسود,40,6,7.5,,240,300
3579,INGCO 40V منشار الخشب كبير باتري,1,1874.25,2342.81,,1874.25,2342.81
3580,TANTA شكوتش زليج بالوان,353,5.5,10,,1941.5,3530
3581,2KG بيكو احمر,156,52,68.75,,8112,10725
3582,GOLD ABRASIF (200PCS) 0.5MM بكية زيار,85,44,55,,3740,4675
3583,GOLD ABRASIF (200PCS) 1.5MM بكية زيار,207,45,56.25,,9315,11643.75
3584,GOLD ABRASIF (200PCS) 2MM بكية زيار,236,44,55,,10384,12980
3585,GOLD ABRASIF (200PCS) 3MM بكية زيار,228,44,55,,10032,12540
3586,GOLD ABRASIF (100PCS) بكية طاكون,252,36,47.5,,9072,11970
3587,سابلي مربع  كبير,0,1300,1625,,0,0
3588,KERASTONE 1L,1,190,237.5,,190,237.5
3589,لامون ريح اخضر,8,950,1341.21,,7600,10729.68
3590,DZA LASER 3D/4D ميزان ليزر,1,620,950,,620,950
3591,فنطوزة ريح المنيوم,1,306,380,,306,380
3592,فنطوزة 3 بلاستيك احمر,0,91.8,120,,0,0
3593,كيلو بلاستيك متر2+1.5 ابيض,278,22,27.5,,6116,7645
3594,OZS 10PCS تعميرة كيتور,350,3.5,4.38,,1225,1533
3595,DINGI 60CM مكينة زليج,16,240,450,,3840,7200
3596,DINGI 25CM ركاب,41,24,30,,984,1230
3597,DINGI 30CM ركاب,29,26,50,,754,1450
3598,INGCO 20V PISTOLE PRESSION,3,542.5,750,,1627.5,2250
3599,BATTRE INGCO 20V,2,199.25,300,,398.5,600
3600,لقاط حديد زراق كبير,0,1400,1750,,0,0
3601,بوجي كبير ازرق,0,6900,7500,,0,0
3602,فيسوس XCORT 21V,0,1200,1500,,0,0
3603,بريسيون XCORT 2100,0,2000,2500,,0,0
3604,لامون XCORT 3000W,0,1040.4,1300.5,,0,0
3605,سابلي 4 رؤوس كبير,1,5800,7250,,5800,7250
3606,NORTON EXPERT 230 ديكو حديد,18,13.69,17.11,,246.42,307.98
3607,INGCO 800W GASOLINE GENERATOR,1,700,950,,700,950
3608,INGCO 254MM 10 ديسكو خشب,1,96.75,120,,96.75,120
3609,INGCO TUBE AIR 10M كوما هواء,3,89.25,130,,267.75,390
3610,INGCO 1600W  منشار خشب,1,637.5,900,,637.5,900
3611,INGCO PESTOLE GREASE,10,111.75,180,,1117.5,1800
3612,INGCO 100MM 4 بروس ميطاليك,56,36.75,50,,2058,2800
3613,INGCO 108PCS مليطة سوارت,1,1462.5,1850,,1462.5,1850
3614,JADEVER 150MM 6* لقاط,40,6.75,15,,270,600
3615,INGCO GA18 PESTOLE AIR مسدس مسمار,3,322.5,450,,967.5,1350
3616,INGCO 80*300MM سرجوان,9,59.25,75,,533.25,675
3617,INGCO 50*250MM سرجوان,25,33.75,50,,843.75,1250
3618,INGCO 50*150MM سرجوان,33,30,45,,990,1485
3619,INGCO TUBE AIR 15M كوما هواء,3,120,180,,360,540
3620,iNGCO 8MM INOX بروكة,20,8.25,15,,165,300
3621,INGCO 4MM INOX بروكة,26,3.38,10,,87.88,260
3622,INGCO 78KGS GASOLINE HELICOPTIR,0,6708.75,8500,,0,0
3623,INGCO 6.5KG مطرقة,6,299.25,450,,1795.5,2700
3624,INGCO 10MM بروكة حديد,23,8.25,15,,189.75,345
3625,INGCO 6MM بروكة حديد,40,2.63,10,,105.19999999999999,400
3626,INGCO 20V 1800 PERATA مصباح + 1باتري +شارجور,0,511.75,750.02,,0,0
3627,EPOXY A+B crystal 1.5 kg,0,93,250,1.5,0,0
3628,BOSCH 360° ليزر,0,3614.21,3944,,0,0
3629,BOSCH 1100W ديكاجور,2,3772.93,6700,,7545.86,13400
3630,BOSCH 900W هلتي+شينيور,1,5639.95,7500,,5639.95,7500
3631,BOSCH 1400W POLISHER لامون ريكلاج,4,1235.99,1600,,4943.96,6400
3632,DEMI MASQUE 1000T كمامة,10,120,150,,1200,1500
3633,DEMI MASQUE 2000T كمامة,10,130,162.5,,1300,1625
3634,DEMI MASQUE FILTRE B201,25,60,75,,1500,1875
3635,ECHELLE TELESCOPIC 3.20M سلوم,1,896,1500,,896,1500
3636,POLAX لقاط سلك,63,13,25,,819,1575
3637,BROSE JAZ METAL 9400G بروس باليد,3,12,20,,36,60
3638,BROSE JAZ METAL 5030G بروس بدون يد,23,14.25,17.81,,327.75,409.63
3639,INGCO 26PCS طرنوفيس,5,141,176.25,,705,881.25
3640,INGCO 18PCS طرنوفيس,5,89.25,111.56,,446.25,557.8
3641,INGCO 37PCS طوكلي,5,66.75,83.44,,333.75,417.2
3642,INGCO 8 IN 1 طرنوفيس قصير,25,21.75,27.19,,543.75,679.75
3643,INGCO 10PCS طرنوفيس,2,96.75,120.94,,193.5,241.88
3644,INGCO 6PCS طرنوفيس,6,44.25,55.31,,265.5,331.86
3645,INGCO 8PCS طرنوفيس,20,46.05,61.4,,921,1228
3646,INGCO 8PCS طرنوفيس قصير,12,29.25,40,,351,480
3647,INGCO 6 IN 1 طرنوفيس قصير,12,24,30,,288,360
3648,INGCO 13N 1 طوكلي,9,36.75,45.94,,330.75,413.46
3649,INGCO  24PCS طوكلي,6,51.75,80,,310.5,480
3650,INGCO PLAT 5.5*100 طرنوفيس,11,7.5,10,,82.5,110
3651,INGCO 2 IN 1 6.35*75 طرنوفيس,33,10.5,15,,346.5,495
3652,iNGCO 2 IN 1 طرنوفيس0201,1,14.25,18,,14.25,18
3653,INGCO 1*100 USA طرنوفيس,12,7.5,12,,90,144
3654,INGCO 3*200 USA طرنوفيس,12,21.75,27.19,,261,326.28000000000003
3655,INGCO 65MM BETON بروكة طويلة,1,375,468.75,,375,468.75
3656,INGCO 2*150 USA طرنوفيس,15,18.75,23.44,,281.25,351.6
3657,INGCO 6.5*150 PLAT طرنوفيس,28,10.5,13.13,,294,367.64000000000004
3658,INGCO 47PCS طوكلي,19,111.75,140,,2123.25,2660
3659,INGCO 30PCS 68303 بكية روس طوكلي,5,62.25,80,,311.25,400
3660,INGCO 5.5*100 PLAT 685100 طرنوفيس,6,7.5,9.38,,45,56.28
3661,INGCO 2*125 USA طرنوفيس,6,9.75,12.19,,58.5,73.14
3662,bellota هراوة بالة,43,36,45,,1548,1935
3663,BELLOTA هراوة بيكو,4,33,41.25,,132,165
3664,LUCKY BRID BLUE FONCE 50M رولو كوما,24,240,400,,5760,9600
3665,LUCK BRID VERT 50M رولو كوما,0,210,312.5,,0,0
3666,SIFON INOX SLIM 60 SS (IN) شيفون,36,390,550,,14040,19800
3667,SIFON INOX SLIM 60 MBK NR شيفون,32,430,650,,13760,20800
3668,INDEX MO-V BETON سيليكون,0,105,131.25,,0,0
3669,بروكة روند 12 FRATEL,3,120,230,,360,690
3670,SIFON INOX SLIM 600 SS(IN) شيفون,6,390,550,,2340,3300
3671,SIFON INOX SLIM 600 MBK NR شيفون,19,430,650,,8170,12350
3672,ديمندا 60 مثلث,0,150,187.5,,0,0
3673,BETTA 3*19 متر,7,28.5,35,,199.5,245
3674,شاريو متوسط اصفر,2,720,900,,1440,1800
3675,PYROGENE POUDRE LARISINE  0.5KG,3,70,90,,210,270
3676,ديسكو نجمة 230 روشكة,1,330,412.5,,330,412.5
3677,(FD-1) REGLE H GRATOIRE كراطوار,5,120,170,,600,850
3678,(FD-31)REGLE H 1.2M ركلة,7,130,180,,910,1260
3679,(FD-2) REGLE COUTEAU 1MM 1M,10,70,100,,700,1000
3680,(FD-3) REGLE COUTEAU 1MM 1.5M,16,100,125,,1600,2000
3681,(FD-4) REGLE COUTEAU 1MM 2M,8,130,200,,1040,1600
3682,(FD-36) REGLE COUTEAU 0.7MM 1M 2CHOIX,18,50,70,,900,1260
3683,(FD-37) REGLE COUTEAU 0.7MM 1.5M 2CHOIX,17,70,100,,1190,1700
3684,(FD-38) REGLE COUTEAU 0.7MM 2M 2CHOIX,20,125,170,,2500,3400
3685,(FD-19) GRAND LICEUSE 50CM بلانة,4,70,85,,280,340
3686,(FD-20) GRANDE LICEUSE 60CM بلانة,5,80,100,,400,500
3687,(FD-21) GRANDE LICEUSE 30CM بلانة,5,45,70,,225,350
3688,(FD-16) COUTEAU 40CM POIGNET PLASTIC,17,54,75,,918,1275
3689,(FD-17) COUTEAU 50CM POIGNET PLASTIC,13,60,95,,780,1235
3690,(FD-18) COUTEAU 60CM POIGNET PLASTIC,8,72,90,,576,720
3691,(FD-32) REGLE POIGNET 1M,10,120,150,,1200,1500
3692,(FD-33) REGLE POIGNET 1.5M,10,150,18.75,,1500,187.5
3693,(FD-34) REGLE POIGNET 2M,14,190,237.5,,2660,3325
3694,(FD-35)REGLE POIGNET 2.5M,8,250,310,,2000,2480
3695,(FD-40) REGLE 0.6M +2 MANCHE REGLE PLASTIC,19,92,115,,1748,2185
3696,(FD-25) GRATTOIRE AVEC POIGNET  RASPAORA,10,50,65,,500,650
3697,(FD-26) GRATTOIRE SANS POIGNET RASPADORA,14,25,31.25,,350,437.5
3698,(FD-27) REGLE COUTEAU 50CM,3,110,137.5,,330,412.5
3699,(FD-28) REGLE COUTEAU 80CM,1,150,187.5,,150,187.5
3700,(FD-29) REGLE COUTEAU NOUVEAU POIGNET 55CM,0,120,150,,0,0
3701,(FD-30) REGLE COUTEAU NOUVEAU POIGNET 80CM,0,150,187.5,,0,0
3702,(FD-50) TOILE FIBRE DE VERRE BLANCHE 10*10,14,50,80,,700,1120
3703,(FD-9) LICEUSE INOX 28CM,17,54,70,,918,1190
3704,(FD-14) LICEUSE INOX 20CM,12,32,40,,384,480
3705,(FD-15) LICEUSE INOX 24CM,10,32,40,,320,400
3706,60 بونجة الحك الزليج,33,55,68.75,,1815,2268.75
3707,DP3115 ORANG  ليخة ممتازة روشكة,0,35,43.75,,0,0
3708,MATIKA 3*1.5MM بكيط سودور,0,0.53,1,,0,0
3709,DEXTAIR مانكا فيبراسيون,0,550,687.5,,0,0
3710,LUCKY PANDA كريفو,13,15,25,,195,325
3711,INGCO 100l 26.4GAL COMPRESSEUR,1,3299.25,4124.06,,3299.25,4124.06
3712,SIKA DECOFFRAGE 5L,9,476.28,595.35,,4286.5199999999995,5358.150000000001
3713,RHINO 9*30CM INOX شيفون,55,100,230,,5500,12650
3714,RHINO 9*40CM INOX شيفون,39,125,250,,4875,9750
3715,RHINO 9*50CM INOX شيفون,28,148,290,,4144,8120
3716,كيلو شعرة POLISTER,0,25.2,38,,0,0
3717,MIST DUSTER 14L JADEVER,0,1042.5,1303.13,,0,0
3718,ركاب ليزر مثلث,0,80,100,,0,0
3719,شكوتش اسود كبير,0,6.5,8.13,,0,0
3720,PYRAMED NOIR  50*40 لافابو,0,450,650,,0,0
3721,ديسكو منشار NORTON clipper 350 BETON + MNCHAR,0,1588.66,1985.82,,0,0
3723,SELF ADHESIVE 90M شكوتش شبكة,3,21,26.25,,63,78.75
3724,متر كابلي بوجي 6ملم,10,2.6,3.25,,26,32.5
3725,16.8V TOP VIE VERT فيبراسيون كبير,4,750,950,,3000,3800
3726,VELAR شاليمو+بريكا,0,110,160,,0,0
3727,SENSLA 4MM سلسة,0,7,8.75,,0,0
3728,SENSLA 3 MM متر سلسة,0,5.5,6.88,,0,0
3729,BLUE 32MM بروكة كرانيط,0,250,312.5,,0,0
3730,DUBELL F.1311 BETTON سيليكون,11,55,68.75,,605,756.25
3731,HIBLOT LAP,2,30,38,,60,76
3732,TOTAL 100M متر ليزر,22,375,470,,8250,10340
3733,TOTAL 70M متر ليزر,1,275,343.75,,275,343.75
3734,TOTAL 20V فيسوس+لامون,0,1350,1687.5,,0,0
3735,CHEMOFAST EA BETTON سيليكون,0,68,85,,0,0
3736,PRECIGAZ راس بوطة,1,70,85,,70,85
3737,JADEVER 1500W هلتي+شينيور,2,950,1200,,1900,2400
3738,INGCO 850W شينيور,3,336.75,420.94,,1010.25,1262.82
3739,PIPA 18 ساروت,0,15.75,19.69,,0,0
3740,INGCO 8PCS 6-19mm بكية سوارت,2,89.25,111.56,,178.5,223.12
3741,INGCO 14*210 بروكة البيطون,30,14.13,17.66,,423.90000000000003,529.8
3742,INGCO 375MM كلامونيط,6,112.5,140.63,,675,843.78
3743,منشار كبير لوح ممتازINGCCO,2,33,41.25,,66,82.5
3744,JADEVER 650W شينيور,5,187.5,400,,937.5,2000
3745,PEGATEC INOX SPECIAL 230MM ديسكو حديد,40,9,11.25,,360,450
3747,BOSCH 1100W ديكاجور ريكلاج,1,5862.02,7500,,5862.02,7500
3748,NOVEN 5 DARJAT NOIR سلوم باليد,10,530,662.5,,5300,6625
3749,NOVEN 4 DARJAT NOIR سلوم,2,390,480,,780,960
3750,NOVEN 3 DARJAT NOIR سلوم,3,295,368.75,,885,1106.25
3751,NOVEN 3 DARJAT NOIR سلوم باليد,1,330,412.5,,330,412.5
3752,NOVEN 4 DARJAT NOIR سلوم باليد,15,430,537.5,,6450,8062.5
3753,CHOROME بروفيل ليد مدور,106,51,63.75,,5406,6757.5
3754,VELARX 2400W خلاط,0,360,450,,0,0
3755,GABKA 21V BATTERIE لامون,5,600,1096.5,,3000,5482.5
3756,GABKA POSTE SODOUR 300A بوسط سودور,0,950,1187.5,,0,0
3759,GABKA POSTE SODOUR 200A بوسط سودور,0,750,950,,0,0
3760,GABKA 25V فيسوس باتري,3,809.2,1200,,2427.6000000000004,3600
3761,GABKA POSTE SODOUR 250Aبوسط سودور,1,850,1062.5,,850,1062.5
3762,GABKA 750W مكينة الحك,2,676.6,950,,1353.2,1900
3763,GABKA 21V مكينة بوليساج باطري,0,1033.6,1292,,0,0
3764,GABKA فرطاس بناء كبير,4,37.4,50,,149.6,200
3765,GABKA 36V SOUFLOUR,4,1210.4,1513,,4841.6,6052
3766,RLT 115MM MOVE ديسكو شنفراج,161,28,50,,4508,8050
3767,RLT 40/60 بروكة شيفون مثلث,0,110,137.5,,0,0
3768,RLT 40/60 بروكة شيفون مدورة,0,70,200,,0,0
3769,A-005 MAKE PAVING WORK 2PCS فنطوزة ريح,0,350,500,,0,0
3770,DOTCHTECK 40*6MM GOLD ديسكو,6,43,60,,258,360
3771,10*10 50CM بلانة زليج,4,85,150,,340,600
3772,ELECTRICE MACHINE CERAMIC 1.20M منشار,0,5800,7250,,0,0
3773,WALT 21V فيبراسيون,1,690,862,,690,862
3774,SPIRATOUR فنطوزة ريح,0,85,140,,0,0
3775,ORANGE بكية ركاب زليج,43,140,250,,6020,10750
3776,TOTCHTECK 1800W خلاط,0,600,750,,0,0
3777,SILOSILAN DL 5L,2,160,200,,320,400
3778,FACCADE 3/4 5 L,1,160,200,,160,200
3779,INGCO 5L فشفاشة,1,96.75,150,,96.75,150
3780,INGCO ACSSISOIR JARDIN 3PCS,2,186.75,233.44,,373.5,466.88
3781,INGCO 100MM 4 بروس ميطاليك دهبية,131,33.75,42.19,,4421.25,5526.889999999999
3782,INGCO 1.5KG مطرقة,6,81.75,102.19,,490.5,613.14
3783,INGCO 2 KG مطرقة,19,104.25,130.31,,1980.75,2475.89
3784,CHROME بروفيل ليد 1712,0,48,80,,0,0
3785,LAP  (1PCS) شوفي 8 (100pcs),5781,0.07,12,,404.67,69372
3786,lap كخيطة,2,2.15,2.6,,4.3,5.2
3787,PRISE RJ45 GALAXY 20221MR,9,30,37.5,,270,337.5
3788,PRISE TV galaxy 20223 bl,10,27.3,34.13,,273,341.3
3789,PRISE RJ 45 CAT.5E MR,10,36.75,45.94,,367.5,459.4
3790,PRISE RJ 45 CAT. 5e BL,10,36.75,45.94,,367.5,459.4
3791,PRISE RJ 45 CAT.5e cap,10,36.75,45.94,,367.5,459.4
3792,CADRE 1 POSTE marron clair,27,2.99,3.94,,80.73,106.38
